,OrderID,CustomerID,ProductID,ProductName,Category,Price,Quantity,OrderDate,DeliveryDate,PaymentMethod
441,aae74182-9a19-45e4-a877-ae2f7bc6da45,5e954335-7e6b-454b-91a1-6c0befa7b1b4,CLOT-00003,Shirt,Clothes,30.0,5.0,11/20/2022,11/21/2022,PayPal
442,13b331a2-d466-45fa-880d-6397d92f0cf0,224213c1-2af8-4ed2-850a-440ec7e6752d,INST-00004,Flute,Instruments,100.0,5.0,8/16/2023,8/25/2023,Unknown
443,09b1775e-fd10-4d1f-89e8-9c53da3dca8e,3f68609a-55f8-40c1-bbd9-0998d20f70b5,APPL-00007,Bench,Appliances,150.0,10.0,6/2/2020,6/4/2020,PayPal
444,e9ae4e3c-c8b5-48b3-9051-de534771e25b,b35230d0-c99f-4244-b56c-6e99d1d77443,CLOT-00001,Jacket,Clothes,100.0,8.0,5/18/2023,5/23/2023,Unknown
445,77ccb5ec-e489-46c1-8400-b1aafbd14ecc,19e603a7-b7c2-49b5-88a8-5c4a3c6610db,APPL-00004,Shelves,Appliances,100.0,7.0,10/29/2020,11/1/2020,PayPal
446,7ea46e17-023c-433c-a346-9292ca5c4de0,05adfafc-0d90-4a9c-a4a3-ffde5e0760fc,APPL-00002,Table,Appliances,200.0,4.0,10/10/2021,10/18/2021,Credit Card
447,9073f99c-cec4-47fa-8e62-37cde30ff935,aa3f1c7d-5a2e-40d2-86ae-27cd592f15d4,ELEC-00004,Tablet A,Electronics,400.0,4.0,10/11/2020,10/12/2020,Credit Card
448,bb70f193-aa76-42fe-831f-6ab53c18648f,e0c48ad7-db26-4bdd-b73f-9888463be9f9,APPL-00012,Freezer,Appliances,800.0,6.0,6/5/2023,6/5/2023,PayPal
449,f65cc785-88ec-45ca-9482-58851992fc32,2fd75fa1-e6af-48c6-90b3-709925f64ce3,APPL-00007,Bench,Appliances,150.0,2.0,10/9/2022,10/15/2022,Cash
450,db59b901-454a-498f-aabf-8cf3fe281646,459e3eb7-34a8-451a-be37-ce7eabfbe4a6,APPL-00007,Bench,Appliances,150.0,7.0,7/16/2023,7/25/2023,Credit Card
451,911cbb63-edd9-409e-af7a-91e3588d5756,5248e098-65c0-4162-bc96-b1c7802ee451,CLOT-00004,T-Shirt,Clothes,20.0,1.0,11/13/2023,11/13/2023,Cash
452,a5715872-676e-4389-bd67-85b4f26eceac,2db1e856-8010-417a-aee3-20e6a2524fca,CLOT-00001,Jacket,Clothes,100.0,5.0,10/6/2022,10/9/2022,Credit Card
453,5a6a019e-24d4-4bc8-ad25-500af2552ca3,04574f42-25a9-4685-ab0f-c6c6355ef302,INST-00001,Guitar,Instruments,500.0,10.0,8/26/2021,8/27/2021,Cash
454,629c2e46-a0fa-4a3a-bd30-2b58ab1855b1,362583cd-8cc9-476f-8c07-1058aeb61bd3,INST-00005,Piano,Instruments,5000.0,9.0,12/28/2020,1/2/2021,Cash
455,4038d6b2-8e1c-4c4f-8f9d-8d42b70d3127,fd457185-f6d2-4985-b0a9-a76d245ae186,CLOT-00005,Pants,Clothes,60.0,2.0,4/14/2021,4/14/2021,Cash
458,42d4059a-5611-41fa-8262-9839f79dc99e,c93d1cbe-bcd9-4c31-a72a-6f62d40806ee,ELEC-00003,Laptop B,Electronics,2000.0,9.0,1/17/2023,1/24/2023,Cash
460,418606eb-71f5-4490-a105-0457d5aa17a8,8d540da1-dd80-4b9c-b276-666103b1ea22,INST-00003,Bass,Instruments,600.0,4.0,12/24/2021,1/2/2022,Unknown
461,219a6337-1000-4554-a803-305195d6fb81,6d914d7a-ec6c-4c0b-8527-cf6a46e76b66,APPL-00003,Wardrobe,Appliances,500.0,4.0,1/14/2023,1/21/2023,Cash
462,2c8ceaab-03cb-4e77-b814-b8bcfbd3c57b,a18eeb93-8137-4bdf-8c2d-447c17cdec20,INST-00001,Guitar,Instruments,500.0,7.0,10/25/2020,10/27/2020,Credit Card
464,dbc8aba1-bfec-4575-8eec-73312c0b4f20,704993ec-e682-449e-9f36-b0637d3a2219,CLOT-00005,Pants,Clothes,60.0,6.0,7/19/2020,7/20/2020,Unknown
465,5890c963-4c63-4aff-9e59-0695b9a0eeac,301e58bd-3947-4481-b2ab-21bde65f1110,APPL-00009,Fridge,Appliances,1000.0,6.0,11/29/2020,12/5/2020,Unknown
466,bd441239-f0fc-4a6a-8fb1-880f76e5455f,e97c7724-3c1d-4bec-9b85-22497d50b88f,ELEC-00002,Laptop A,Electronics,1000.0,8.0,3/17/2021,3/18/2021,Credit Card
467,26453056-0f83-4cb9-9d85-64a81eb7d8c9,14ae1dd2-e275-43e2-8340-8896c5dd41c5,APPL-00009,Fridge,Appliances,1000.0,6.0,4/27/2023,5/4/2023,PayPal
468,4a7ae086-56a8-4077-9bbe-f47b685323bc,45ec4594-6324-4fee-973f-53b8313d1101,ELEC-00002,Laptop A,Electronics,1000.0,6.0,10/29/2021,11/2/2021,PayPal
470,c9c5915f-24ee-4074-abf1-1e39e617d806,285d74c6-7ee9-482f-81ff-164cad671b3e,CLOT-00003,Shirt,Clothes,30.0,10.0,2/2/2020,2/3/2020,Cash
471,c15bd4e8-fcf9-4723-917d-19507b20d67c,17b49dea-dac4-4720-9251-767d9fba30cb,APPL-00009,Fridge,Appliances,1000.0,4.0,10/3/2023,10/9/2023,Cash
472,932c785d-e13d-4d1e-a175-75c4095274fc,24cf5dba-30fc-469b-a0c6-15a6547f5aca,APPL-00002,Table,Appliances,200.0,10.0,5/19/2022,5/25/2022,Credit Card
473,1c2a109c-01b4-4c16-a246-19ef3987b20a,3a1284d1-37b9-4a09-b590-3f94bd062e4c,APPL-00006,Stool,Appliances,30.0,9.0,1/6/2020,1/11/2020,Credit Card
474,6e138813-2938-4a55-8272-bf18ecd38506,700c00f8-e756-4696-a3e7-3786b85575a1,APPL-00011,Microwave,Appliances,200.0,5.0,10/10/2023,10/17/2023,Credit Card
475,637cee1c-685a-4de1-9a37-d7451e170f27,8a35738d-128b-4d12-adb7-b5cdbdb2a002,ELEC-00003,Laptop B,Electronics,2000.0,1.0,5/14/2022,5/22/2022,Credit Card
477,b07b8a3e-05db-4390-8055-c15ae2b8ef9c,86a2a0e1-0c6c-45ca-a581-68b2c8328ce4,INST-00004,Flute,Instruments,100.0,9.0,11/14/2020,11/16/2020,PayPal
478,4b505fee-2a32-4dcd-af61-ee63f59dc6a3,1257f1ab-ed24-4190-97e5-d48b4262b881,APPL-00004,Shelves,Appliances,100.0,2.0,4/24/2023,4/25/2023,Cash
479,1bd28dc9-a7ec-4288-8b9f-83620886913f,532eff8a-cf00-477e-a61c-6ab783bfed58,APPL-00009,Fridge,Appliances,1000.0,1.0,10/24/2021,10/30/2021,Cash
480,20a22633-f158-4946-8ef9-7f91b4212a69,d71df550-e448-4375-8636-6fb72a7751f0,ELEC-00001,Phone X,Electronics,800.0,1.0,4/16/2023,4/24/2023,PayPal
483,4d8760d9-5444-401c-8e1d-6a4f4d8e3d4e,fa312020-721e-4f7d-ad9a-fb5fd050002f,CLOT-00001,Jacket,Clothes,100.0,8.0,3/3/2023,3/6/2023,Cash
484,960dada2-789c-4cff-a0d1-42bda93469b4,08b59c3a-fb3d-4b84-85c1-9c5e03ebd9d9,CLOT-00002,Skirt,Clothes,50.0,3.0,8/26/2021,8/30/2021,Credit Card
485,4e10a586-7d57-4f51-b16d-aabcd52d7b94,7072f5a5-3396-42b8-8863-98cd2d485e20,APPL-00001,Chair,Appliances,50.0,1.0,8/15/2021,8/23/2021,Unknown
486,7e051fb4-c5dd-4de9-8861-2d907b949189,1078220d-5e0e-4721-826e-7dd3fd7eafff,APPL-00006,Stool,Appliances,30.0,2.0,8/8/2023,8/11/2023,Cash
487,81add0f6-579e-48a6-a665-fb6ac202eb3b,d36e9f4c-4800-4de7-a56e-ae4ec291d2de,ELEC-00002,Laptop A,Electronics,1000.0,8.0,1/8/2020,1/8/2020,PayPal
488,7f913f9c-bbd2-44c5-a210-0142de132d47,7396ad86-485e-46a5-97f4-0aaee3504456,CLOT-00004,T-Shirt,Clothes,20.0,10.0,4/23/2020,4/24/2020,PayPal
490,4f34e59b-8f1c-476b-b33e-d24f6b8cbd93,7f962b8d-d397-4d51-b0bb-96b7edb86ab5,APPL-00001,Chair,Appliances,50.0,1.0,6/8/2020,6/11/2020,Unknown
491,cd53d3ff-2120-41e2-b364-e111c95448c2,2e314e7c-1b8d-4906-9dc6-20eac741e483,APPL-00004,Shelves,Appliances,100.0,9.0,2/19/2023,2/23/2023,Cash
492,28a7e9a1-3fe9-46b2-9171-855162b8000e,930a3461-02b2-45ad-bf92-a3477949b935,INST-00003,Bass,Instruments,600.0,7.0,7/24/2021,7/30/2021,Cash
493,96b7918a-2388-4de1-9de8-e75bc27775ea,40df67d9-2476-4115-9acf-7525e3605802,APPL-00004,Shelves,Appliances,100.0,7.0,1/9/2023,1/17/2023,PayPal
494,57d65941-f351-49c1-a2d8-db28af3ea762,49bdda29-0126-4e83-ba14-77e7e0afe783,INST-00001,Guitar,Instruments,500.0,2.0,11/13/2022,11/22/2022,Credit Card
495,6d69dd37-249c-490e-b871-21e29b044190,6738a6ca-31a3-40bf-b2bb-94e8dccb00b4,APPL-00005,Rack,Appliances,50.0,1.0,3/30/2022,3/30/2022,PayPal
496,22340c1e-5c4b-4e09-82ba-237440fcbbb8,2c1e1d8f-3938-4768-9b7e-268cf3721413,APPL-00010,AC,Appliances,800.0,3.0,1/12/2020,1/17/2020,PayPal
497,66e387d3-19a4-491b-bf44-996d802140a4,661e212a-9e9a-4639-b423-c908f3886556,APPL-00012,Freezer,Appliances,800.0,9.0,1/31/2020,2/1/2020,Credit Card
498,ad4ba5ca-eccb-4563-87b7-4d41a40e035c,33df0070-3f3f-408b-b2ea-0685843c09a9,APPL-00011,Microwave,Appliances,200.0,7.0,6/6/2022,6/8/2022,Credit Card
502,6086e66c-c863-4d89-a884-a1690ea54cbd,a3abb24e-1389-452f-98ed-708e65530993,CLOT-00004,T-Shirt,Clothes,20.0,1.0,7/24/2022,7/26/2022,Cash
503,bb272703-bb18-482a-8863-410c21a47c79,5938dc64-f56c-459f-a0ae-af9b0eeed927,CLOT-00001,Jacket,Clothes,100.0,9.0,2/14/2020,2/15/2020,PayPal
505,db1ff8c6-94f9-44cc-8c4d-4e4a55dbdc20,2cce2d2c-25a2-4172-9de0-575e591b4d12,ELEC-00003,Laptop B,Electronics,2000.0,9.0,9/29/2020,10/2/2020,Cash
506,1f55b159-d4e0-4a97-9847-a2ea6a5f1f61,f468ed6e-e2cc-491c-a265-91a4e47f27b6,APPL-00003,Wardrobe,Appliances,500.0,9.0,6/21/2020,6/29/2020,Cash
508,e53304b9-f58a-4af6-af80-b605590038b6,cf333ac3-c939-46a5-87e9-ee98af67078b,ELEC-00002,Laptop A,Electronics,1000.0,10.0,6/17/2022,6/26/2022,PayPal
509,807d00fa-a078-45de-80b2-a5bf440658ec,351ddeb5-b555-4d5e-8143-bc7916b76028,INST-00001,Guitar,Instruments,500.0,5.0,8/28/2020,9/1/2020,PayPal
510,f2bf45af-e973-48f3-83f9-9f809ef25cc8,e96ab031-8ea8-469b-bf4b-49e52cc32db5,APPL-00001,Chair,Appliances,50.0,6.0,8/29/2021,9/2/2021,Cash
511,7df8f161-6fab-495c-9b64-b7b0dfa135c1,22f0e075-00c0-4138-bfa9-bc86ed029b95,APPL-00003,Wardrobe,Appliances,500.0,4.0,6/4/2021,6/13/2021,Credit Card
513,8c379c21-c3aa-442a-8f2e-97339afe45a7,eeac4646-0d03-4d9c-af94-0ee9074225fd,APPL-00002,Table,Appliances,200.0,2.0,2/12/2020,2/12/2020,Credit Card
514,5e5fcdf8-ae55-4b9a-aa8e-9bc27f3a555c,55ed93f7-55f6-49f0-b0e0-6343c40f7044,INST-00004,Flute,Instruments,100.0,6.0,2/20/2022,2/25/2022,Credit Card
515,829f840f-c420-4aa3-a321-2f85d4f46e39,24898214-c241-4df6-b28a-71dd9543465d,APPL-00004,Shelves,Appliances,100.0,5.0,2/15/2021,2/16/2021,Credit Card
517,e1b81171-268b-449f-982c-437bf1d84104,e1f9ee51-9fe9-4002-986e-be943fca98b6,INST-00001,Guitar,Instruments,500.0,3.0,8/30/2023,9/8/2023,PayPal
519,7f531f67-33d5-4821-beff-27eed3176129,adbb8ed8-c5db-4acb-958a-54335205f170,APPL-00003,Wardrobe,Appliances,500.0,2.0,4/13/2022,4/16/2022,Unknown
520,61dfd59a-94f2-4441-b589-b0cb9533d3db,3bf2e25c-4a70-4fd9-871f-a3c56317b821,CLOT-00003,Shirt,Clothes,30.0,4.0,4/20/2021,4/24/2021,Cash
521,e17c7a58-30de-481b-bbe6-b015ae74775d,bc972f3a-da39-4288-b238-c0a8c32c7d9d,APPL-00008,TV,Appliances,1000.0,5.0,4/3/2023,4/12/2023,Cash
523,241fe1b9-8394-4ba9-a045-fda03cc1f897,f1d6421c-9739-4297-9a83-601df2db3ab7,APPL-00009,Fridge,Appliances,1000.0,2.0,2/18/2022,2/20/2022,Cash
524,92e2795d-9cf9-43fb-a3e1-63076ace6274,4f584334-b978-4398-b029-f5bf3a37d553,CLOT-00004,T-Shirt,Clothes,20.0,2.0,1/5/2021,1/8/2021,Cash
526,71682e5f-4780-41ae-9145-f43d4d09271f,db4c35e0-30b0-4558-8df7-7e26ee06bdba,CLOT-00001,Jacket,Clothes,100.0,1.0,6/4/2020,6/9/2020,Credit Card
528,04157d5f-fc77-4ba7-8bf8-4bd03331f940,b2627b7e-f59d-4c7f-9023-cee9a5986a3b,INST-00003,Bass,Instruments,600.0,9.0,6/27/2022,7/1/2022,PayPal
529,17654ee9-8554-4f85-96dc-c4148b191d1e,fd5183f2-8aa6-4bf9-80f6-e11c66159c50,INST-00002,Drum,Instruments,1000.0,4.0,12/31/2022,1/2/2023,Unknown
530,c8446a66-c8fd-4c90-a3fa-b84a20b47ccf,e0b732df-e87a-42d2-a6df-4672c86aa525,APPL-00003,Wardrobe,Appliances,500.0,4.0,9/22/2022,10/1/2022,PayPal
532,28fa4e84-b7f7-4e49-bf9d-5e8c5f5d131f,1bb3a5da-0bba-4506-bb35-3687e20e1457,APPL-00011,Microwave,Appliances,200.0,2.0,2/6/2023,2/14/2023,Cash
533,37ca60b6-2c84-4924-966b-a5d77dd7e932,4eea17fa-91c1-43f4-9ce3-7560390e8cd7,APPL-00002,Table,Appliances,200.0,4.0,7/9/2023,7/29/2023,Credit Card
534,e9878bdc-b354-4a0d-86f7-7f3674ea3986,81695279-3ee5-4a27-abe6-22c408f219f1,CLOT-00001,Jacket,Clothes,100.0,6.0,5/16/2022,5/24/2022,Unknown
535,48304b69-5afb-4449-9310-33803165e4a7,ba993ee1-ebae-45cb-929d-d9c0fb97c757,APPL-00004,Shelves,Appliances,100.0,2.0,7/27/2021,7/28/2021,Credit Card
540,d09caaf6-cbd2-4683-912d-f3cbd9381bd2,30c67a48-2500-4060-b6f8-8981a17f2c58,APPL-00005,Rack,Appliances,50.0,5.0,1/28/2022,2/5/2022,PayPal
541,1f258e50-5edc-470e-9a2d-9d3a9a5fb8b9,70cbca21-de37-448f-8e9e-ff515ff9b5ee,APPL-00012,Freezer,Appliances,800.0,5.0,12/6/2022,12/11/2022,PayPal
542,c24982da-7235-42d0-9b28-392842363631,3a50f90b-54c0-496e-88e3-2e9fbc85476d,CLOT-00002,Skirt,Clothes,50.0,2.0,3/7/2023,3/12/2023,Credit Card
543,175267c4-b1a5-4848-b2bb-42c82802f02f,01c5507b-0c18-4c9d-8506-a6a735a2cf56,INST-00004,Flute,Instruments,100.0,2.0,11/12/2022,11/17/2022,Credit Card
545,ae32b43e-f6b1-462c-b3bc-7792c6c993e0,316318f1-65c0-49d8-bf31-eacf65493e34,CLOT-00005,Pants,Clothes,60.0,4.0,2/25/2021,3/6/2021,Credit Card
546,cec8ffcd-8e88-406d-89c9-3adbe6bda81c,42a02494-a830-425c-a12c-c9dfb6451234,APPL-00007,Bench,Appliances,150.0,1.0,4/9/2020,4/12/2020,Cash
547,b5944d29-c167-44ee-b84f-79acc9a5cd72,8182457d-0e0a-49ef-a217-b435f2ce1062,INST-00001,Guitar,Instruments,500.0,8.0,1/21/2022,1/26/2022,Credit Card
549,97851dc0-8071-44e7-8411-7d7f9e27a917,69d61c84-07c9-4268-adc5-efaa2db051a9,APPL-00010,AC,Appliances,800.0,3.0,9/19/2022,9/23/2022,PayPal
551,95303f31-8612-4b79-b6a5-fdd06eb89459,a9354f2d-8d92-40ce-9d9c-41498f72bcc3,APPL-00001,Chair,Appliances,50.0,4.0,6/12/2020,6/21/2020,Cash
553,eefd6189-01be-4d26-8fff-d25879e391df,7640f9bc-f16b-4d47-ab7e-0d6e2a132eee,APPL-00002,Table,Appliances,200.0,10.0,4/19/2021,4/21/2021,Cash
554,1cc3779d-ebac-48bc-a54e-c21e302cacb8,e759d416-19f5-481e-a4b9-41768bb12379,ELEC-00002,Laptop A,Electronics,1000.0,1.0,4/27/2021,5/6/2021,PayPal
557,4767672d-8d16-466f-bfab-cc9f2364160f,942e2e07-7b3d-4a39-ba69-4766c6df9a38,CLOT-00001,Jacket,Clothes,100.0,1.0,7/5/2022,7/8/2022,Cash
560,0eb43c3d-1260-4581-82a4-c3af6ffa0767,10a0ca5a-0eae-40dd-8b58-82e98d7a1d31,APPL-00005,Rack,Appliances,50.0,4.0,7/26/2022,8/2/2022,PayPal
561,fe42b323-f414-4ec0-ad30-f1c24dcc9a6a,7333aa5d-9c4e-4062-9903-f4535a240a53,CLOT-00005,Pants,Clothes,60.0,1.0,11/28/2020,12/5/2020,PayPal
563,7ca7452e-3f83-4416-9488-7bac09e5c20a,16ba0552-72c8-4b0a-8089-93ee743cc943,APPL-00011,Microwave,Appliances,200.0,6.0,10/17/2020,10/21/2020,Credit Card
565,230de05f-3c80-44a2-8c09-cfbc61f2e4e5,6e3b9ed5-13f5-4003-ae02-cd2fefeccdc2,CLOT-00004,T-Shirt,Clothes,20.0,1.0,9/5/2020,9/13/2020,PayPal
566,d4355259-ee0d-4539-bd91-6337853b0566,1cad226e-f047-48c0-8669-73b44ba3db3b,CLOT-00004,T-Shirt,Clothes,20.0,2.0,10/19/2022,10/25/2022,PayPal
567,0d1a6825-fb9d-4e6d-a5ae-963b05d7cf63,c2e15c08-7894-4420-ab3c-ecdf5ffbd4cb,APPL-00011,Microwave,Appliances,200.0,7.0,10/26/2020,10/29/2020,PayPal
569,fb390adb-06f9-4e7a-a79a-ea996a213645,c1682bac-08c8-4a32-ab3b-adce9464a822,APPL-00010,AC,Appliances,800.0,2.0,12/16/2021,12/25/2021,PayPal
570,d3bab789-342c-44e0-a858-79a852a069d3,406c0a4c-7125-4575-a17a-5868ceea5b22,ELEC-00004,Tablet A,Electronics,400.0,8.0,9/14/2022,9/21/2022,Cash
573,6c5ebd3a-b75f-43c1-857d-4dae5701c345,387cac9e-eab8-4c10-9d31-24fbd9722d2e,INST-00001,Guitar,Instruments,500.0,4.0,5/11/2021,5/20/2021,Credit Card
574,994e4310-4985-4e73-b863-c08ef6be726f,560d5203-f907-4975-afb7-bb67c0b1a95a,APPL-00006,Stool,Appliances,30.0,9.0,5/29/2021,5/29/2021,Credit Card
579,31221da1-d9f6-4b91-b062-e6ce7c7a07eb,4a806e2a-41f6-4380-80e7-0f16bb74f336,CLOT-00005,Pants,Clothes,60.0,1.0,1/17/2020,1/25/2020,Credit Card
580,af50e805-131c-40d4-82cb-36b2ac8c743a,979a0789-457a-4e77-87ed-7aa2125edf1d,APPL-00009,Fridge,Appliances,1000.0,9.0,3/12/2020,3/19/2020,Unknown
581,9ad67a43-eb78-4dc7-afe4-7120ca2b6d64,3762665e-0442-4628-bb50-4d06ec31161c,CLOT-00003,Shirt,Clothes,30.0,2.0,12/10/2020,12/18/2020,Credit Card
582,6ede9817-f4ff-4126-b585-8a386cd4f964,fd540cbe-ac74-461d-abe3-7fc5ae3679d7,ELEC-00001,Phone X,Electronics,800.0,3.0,3/20/2020,3/27/2020,Credit Card
583,03e5a7db-cc31-4ca8-afa7-7c29a7176864,f9b7d49b-51e7-43a8-940f-a48d3f52b12f,APPL-00008,TV,Appliances,1000.0,8.0,6/30/2020,7/8/2020,Cash
584,498ced89-203f-420f-a95a-7ee529537816,63e8e5ed-a15f-4238-95be-f5a1f4bbf8cb,CLOT-00002,Skirt,Clothes,50.0,8.0,9/6/2020,9/8/2020,Credit Card
585,65afd2c6-760c-4776-968c-b7f6708b518b,86bdcf71-ad79-414e-9c64-438e468f6306,APPL-00004,Shelves,Appliances,100.0,5.0,11/12/2021,11/12/2021,PayPal
588,e4637d32-6092-48d2-962e-023539866bdd,79903e60-fa73-4979-b668-6f8d36ac362f,INST-00003,Bass,Instruments,600.0,6.0,1/29/2023,2/2/2023,PayPal
589,ef6720d2-5160-44ec-93e3-dd59812b327a,2d8a25f1-36c8-48a8-8d04-769309b8131c,ELEC-00001,Phone X,Electronics,800.0,6.0,2/23/2021,3/2/2021,PayPal
591,342b52ac-4808-4bd5-8883-e89322bcd2f9,6d9f7c71-b8f5-449a-a4b3-a9cd018589e5,INST-00001,Guitar,Instruments,500.0,6.0,10/8/2023,10/17/2023,Credit Card
592,eb70df7f-8214-4fec-9bfd-f57630ac5177,baede3ae-deb7-4248-a9e4-ba3cee018941,APPL-00007,Bench,Appliances,150.0,1.0,5/1/2023,5/9/2023,PayPal
594,c853969f-95eb-49a3-998d-a1dfeda209e1,ebea5f60-a43e-4c4d-af36-3ae53394b03c,APPL-00005,Rack,Appliances,50.0,2.0,7/30/2021,8/3/2021,PayPal
596,aa20d153-45a7-4098-aaea-ee91fd6ca937,c0a33981-8735-4c95-a146-a5679bdddf42,INST-00005,Piano,Instruments,5000.0,1.0,7/7/2023,7/16/2023,Cash
597,074ff19e-21ac-41e6-844e-de0c04321802,1b785786-d4ea-4e45-b685-7be02b2e5325,CLOT-00004,T-Shirt,Clothes,20.0,4.0,4/8/2020,4/17/2020,Credit Card
598,9231f42a-aca5-4eab-b3a2-5c30054decea,061a3223-b7b9-41f2-a38a-1aa0b9768f7b,APPL-00005,Rack,Appliances,50.0,8.0,4/20/2020,4/22/2020,PayPal
600,c6643f5f-286a-45ce-9310-e2a99d95a69a,9438754e-796e-43fd-8b41-d1e2ba9fa462,APPL-00004,Shelves,Appliances,100.0,8.0,12/12/2020,12/16/2020,Cash
601,8487f9fa-a826-4c9c-8d5d-4618ab091415,92847683-96bb-474f-8762-1a9b318c501a,CLOT-00004,T-Shirt,Clothes,20.0,7.0,8/16/2021,8/17/2021,Cash
602,40ff2cae-df9a-4eee-90d0-40b40edcceb1,3f1b1331-f43c-4eca-8b8c-f88ce9bdfac7,APPL-00001,Chair,Appliances,50.0,7.0,11/20/2020,11/26/2020,Cash
603,d3457420-8a76-4d4f-9582-123332d4804d,beec8afd-7206-486a-8c76-b76379d42731,APPL-00008,TV,Appliances,1000.0,7.0,11/23/2023,11/28/2023,Cash
605,2b931a02-f055-4319-9e3b-a2c8913b9e5a,ea098e7d-b0b3-4d6d-bfed-0d6d6b7f393a,APPL-00009,Fridge,Appliances,1000.0,5.0,2/16/2023,2/23/2023,PayPal
606,249d031d-64f6-480c-b6b9-b6c6e54f68fa,77d134b4-4fcb-474c-a5e1-8a6ca3817c91,APPL-00011,Microwave,Appliances,200.0,9.0,7/9/2022,7/10/2022,Credit Card
607,dc8d779b-da50-44a3-acaa-f42100ca6553,c6a921a7-4006-43cb-962d-568e39b64f64,CLOT-00003,Shirt,Clothes,30.0,8.0,1/28/2022,2/1/2022,Cash
608,3ca95b59-3442-4947-b6cc-bec116d5a483,d9a7ea41-7f68-496b-8ecd-1026e492f767,APPL-00004,Shelves,Appliances,100.0,6.0,5/28/2023,6/4/2023,Unknown
609,36390130-673e-42e2-898e-51811d63ad2f,16a67089-54a2-433f-b5d4-a1b68a12c412,CLOT-00002,Skirt,Clothes,50.0,10.0,5/15/2021,5/15/2021,Cash
611,02fad591-e2f3-4dd2-9116-c8d6ac56e05f,4eaa3805-1e45-4572-b9e8-b70f88254772,CLOT-00005,Pants,Clothes,60.0,5.0,8/29/2022,8/30/2022,Unknown
612,dfef926b-cd89-475d-a195-b06bf844f3eb,e62e1d53-e1d1-4088-88d0-ff8a8d00c671,CLOT-00001,Jacket,Clothes,100.0,2.0,3/17/2020,3/22/2020,Cash
613,03085df1-9ce5-4df2-9241-1b378d6b834e,74ba6045-6ef4-40b9-a78e-285e522df9c2,INST-00002,Drum,Instruments,1000.0,8.0,1/13/2020,1/19/2020,Cash
614,6223e47d-637f-4764-851b-b19398ce1bb9,db76d783-0274-4d80-bfb9-3ed311599158,INST-00002,Drum,Instruments,1000.0,2.0,8/24/2020,8/31/2020,Credit Card
616,4af0f4e7-0364-4341-bab2-311f178b4278,d57a028f-0873-4e86-9c15-b8839c732cd7,INST-00005,Piano,Instruments,5000.0,10.0,4/17/2022,4/19/2022,Cash
620,48ca9641-6d4c-4f39-b2e9-bf2e64eb97d8,76c18b23-a7d5-4b66-adaa-7aa143af36be,CLOT-00001,Jacket,Clothes,100.0,6.0,8/26/2020,8/26/2020,Credit Card
622,a074f32f-ac8c-46fd-97bd-f17e2d3cf9ad,2bd325e3-3607-47b2-90c0-02c1f43f2cf0,ELEC-00001,Phone X,Electronics,800.0,4.0,3/16/2020,3/19/2020,Cash
623,08f4a19e-79ed-468e-91ab-9974a5f1938c,ba6b9c2a-931c-4dd3-9a4f-da284ad301a7,ELEC-00005,Tablet B,Electronics,800.0,6.0,3/9/2023,3/11/2023,Credit Card
625,d2149f3a-d3b5-415d-9644-9c8b7c559a4a,d360f2fb-887b-4709-8573-2d3123bcee4c,CLOT-00001,Jacket,Clothes,100.0,8.0,8/14/2022,8/16/2022,Unknown
627,2c7e74ce-ebd4-44f8-881d-152e5119dd75,31ea3ce6-a337-4f13-b343-5d6993ddcc52,INST-00002,Drum,Instruments,1000.0,10.0,9/6/2021,9/14/2021,PayPal
628,51d06553-957d-47b3-b454-61b3f7b4b444,d29f84c8-1569-4a87-9893-442ed08c3b9b,APPL-00004,Shelves,Appliances,100.0,1.0,2/18/2022,2/20/2022,PayPal
629,498f2d04-11f2-4609-86e9-ff4cde11be7d,d817fa98-7670-4dd3-b5be-956df79e2f08,CLOT-00003,Shirt,Clothes,30.0,5.0,11/10/2023,11/15/2023,Credit Card
631,dd2d080d-e32b-445c-9da3-b77ad904a234,bf0e6107-cce4-4b3a-a9be-8c706dfe3731,APPL-00002,Table,Appliances,200.0,7.0,12/30/2021,12/31/2021,Cash
632,9689249c-c771-44db-a18a-080fdfc1fff8,f9c2ae59-f815-462a-bde0-42f2db5d072f,APPL-00003,Wardrobe,Appliances,500.0,7.0,2/27/2023,3/7/2023,Credit Card
633,6ecf6d13-29d9-4fea-a112-3a537aae095e,2b2cc84e-2328-4700-839a-693790abc23d,APPL-00009,Fridge,Appliances,1000.0,9.0,1/11/2020,1/19/2020,Unknown
635,981901f6-50b2-4d67-845a-e3b2c18cec60,a412b3e4-319b-4df5-bc06-6cb8c8ec8e9b,INST-00005,Piano,Instruments,5000.0,6.0,4/12/2020,4/12/2020,Credit Card
636,68f3a780-637d-4ec9-9742-4219990b25ac,439b1e42-391a-485d-b701-9b7a38a28b95,INST-00005,Piano,Instruments,5000.0,6.0,3/11/2022,3/17/2022,Credit Card
639,9860cae7-75a2-4e36-bd78-3e1ac48664c2,e2f8af83-7055-4361-a412-dd98290238d9,APPL-00009,Fridge,Appliances,1000.0,7.0,10/30/2021,11/3/2021,PayPal
640,3be0dc0f-d46b-40e7-baa3-e6065a36895b,9585c154-4fe6-4a00-b1b4-df18bd878ef4,APPL-00008,TV,Appliances,1000.0,10.0,3/18/2022,3/23/2022,Cash
