,Youtuber,subscribers,video views,category,Title,uploads,Country,Abbreviation,channel_type,country_rank,channel_type_rank,video_views_for_the_last_30_days,lowest_monthly_earnings,highest_monthly_earnings,lowest_yearly_earnings,highest_yearly_earnings,subscribers_for_last_30_days,created_year,created_month,created_date,Gross tertiary education enrollment (%),Population,Unemployment rate,Urban_population,Latitude,Longitude,subs_rank,channel_views_rank
122,Desi Music Factory,33700000,10189027455,Music,Desi music factory,2,Unknown,Unknown,Music,Unknown,5775,0,0,0,0,0,0,2018,Apr,10,Unknown,Unknown,Unknown,Unknown,No Data,No Data,360,360
123,Selena Gomez,33600000,13013567335,Film & Animation,Selena Gomez,188,United States,US,Music,38,43,115792000,28900,463200,347400,5600000,200000,2008,Feb,8,88.2,328239523,14.7,270663028,37.09024,-95.712891,267,267
124,Rajshri,33500000,14864294792,Music,Rajshri,3741,India,IN,Entertainment,34,36,272255000,68100,1100000,816800,13100000,500000,2006,Mar,24,28.1,1366417754,5.36,471031528,20.593684,78.96288,211,211
125,Ch3Thailand,33500000,29611914495,Entertainment,Ch3Thailand,96214,Thailand,TH,Entertainment,3,37,61307000,0,0,0,0,100000,2014,May,29,49.3,69625582,0.75,35294600,15.870032,100.992541,41,41
126,KHANDESHI MOVIES,33500000,11405809704,Comedy,KHANDESHI MOVIES,217,India,IN,Comedy,35,4,24736000,6200,98900,74200,1200000,100000,2013,Nov,11,28.1,1366417754,5.36,471031528,20.593684,78.96288,311,311
127,NoCopyrightSounds,33400000,10530729078,Music,NoCopyrightSounds,1331,United Kingdom,GB,Music,3,44,55654000,13900,222600,167000,2700000,0,2011,Aug,14,60,66834405,3.85,55908316,55.378051,-3.435973,341,341
128,CVS 3D Rhymes & Kids Songs,33400000,20269857567,Education,CVS 3D Rhymes & Kids Songs,338,India,IN,Education,35,9,136084000,34000,544300,408300,6500000,200000,2008,Aug,26,28.1,1366417754,5.36,471031528,20.593684,78.96288,119,119
129,Ricis Official,33300000,5994136760,People & Blogs,Ricis Official,2736,Indonesia,ID,Entertainment,2,34,157101000,39300,628400,471300,7500000,1900000,2016,Jan,15,36.3,270203917,4.69,151509724,-0.789275,113.921327,619,619
130,BabyBus - Kids Songs and Cartoons,32800000,26355088167,Education,BabyBus - Kids Songs and Cartoons,2122,United States,US,Education,39,10,127498000,31900,510000,382500,6100000,200000,2016,Jul,15,88.2,328239523,14.7,270663028,37.09024,-95.712891,64,64
131,Eros Now Music,32700000,17853798780,Entertainment,Mzaalo,1521,India,IN,Entertainment,730,838,20263000,5100,81100,60800,972600,40000,2012,Mar,14,28.1,1366417754,5.36,471031528,20.593684,78.96288,150,150
132,BETER Bï¿½ï¿½,32700000,19180039918,Unknown,BETER Bï¿½ï¿½,2738,Turkey,TR,Games,1,11,1463000000,365900,5900000,4400000,70200000,2100000,2012,Dec,12,23.9,83429615,13.49,63097818,38.963745,35.243322,135,135
133,DisneyMusicVEVO,32700000,28516250629,Music,DisneyMusicVEVO,2068,United States,US,Music,40,45,329861000,82500,1300000,989600,15800000,300000,2010,May,20,88.2,328239523,14.7,270663028,37.09024,-95.712891,49,49
134,The Weeknd,32600000,23379969006,Music,The Weeknd,169,Canada,CA,Music,3,45,373828000,93500,1500000,1100000,17900000,200000,2011,Feb,25,68.9,36991981,5.56,30628482,56.130366,-106.346771,85,85
135,WowKidz,32200000,16613441479,Film & Animation,wowkidz,2,Unknown,Unknown,Entertainment,Unknown,6723,1,0,0,0,0.05,0,2006,Dec,16,Unknown,Unknown,Unknown,Unknown,No Data,No Data,169,169
136,KAROL G,32100000,18699145555,Music,KAROL G,134,Colombia,CO,Music,3,46,465647000,116400,1900000,1400000,22400000,300000,2013,Mar,14,55.3,50339443,9.71,40827302,4.570868,-74.297333,139,139
137,Mr Bean,32100000,10602236110,Shows,Mr Bean,3091,United Kingdom,GB,Comedy,4,5,56534000,14100,226100,169600,2700000,100000,2006,Jan,4,60,66834405,3.85,55908316,55.378051,-3.435973,340,340
138,rezendeevil,32100000,13061739758,Gaming,rezendeevil,11882,Brazil,BR,Entertainment,9,40,44505000,11100,178000,133500,2100000,0,2012,Feb,12,51.3,212559417,12.08,183241641,-14.235004,-51.92528,265,265
139,StarPlus,32000000,26800674545,Entertainment,StarPlus,44892,India,IN,Entertainment,38,40,1667000000,416800,6700000,5000000,80000000,1200000,2006,May,19,28.1,1366417754,5.36,471031528,20.593684,78.96288,62,62
140,SMTOWN,31900000,27330239663,Music,SMTOWN,4158,Unknown,Unknown,Music,Unknown,47,233402000,58400,933600,700200,11200000,100000,2006,Mar,18,Unknown,Unknown,Unknown,Unknown,No Data,No Data,53,53
141,GMA  Network,31900000,19428308461,Entertainment,GMA  Network,93311,Philippines,PH,Entertainment,2,41,798510000,199600,3200000,2400000,38300000,500000,2006,Nov,20,35.5,108116615,2.15,50975903,12.879721,121.774017,129,129
142,GENIAL,31800000,6762424690,Howto & Style,GENIAL,6734,Mexico,MX,Howto,4,4,31455000,7900,125800,94400,1500000,0,2017,Jun,1,40.2,126014024,3.42,102626859,23.634501,-102.552784,566,566
143,MR. INDIAN HACKER,31700000,5711208484,Science & Technology,MR. INDIAN HACKER,929,India,IN,Tech,40,1,109125000,27300,436500,327400,5200000,500000,2012,Jun,21,28.1,1366417754,5.36,471031528,20.593684,78.96288,633,633
144,Worldwide Records Bhojpuri,31700000,16476978876,Music,Worldwide Records Bhojpuri,6518,India,IN,Music,39,48,112648000,28200,450600,337900,5400000,200000,2012,Mar,15,28.1,1366417754,5.36,471031528,20.593684,78.96288,173,173
145,DONA ï¿½ï¿½,31700000,21031745531,Entertainment,DONA ï¿½ï¿½,166,United States,US,Entertainment,41,42,153280000,38300,613100,459800,7400000,200000,2018,Apr,5,88.2,328239523,14.7,270663028,37.09024,-95.712891,108,108
146,Dream,31700000,2930015381,Gaming,Dream,116,United States,US,Games,41,12,27022000,6800,108100,81100,1300000,200000,2014,Feb,8,88.2,328239523,14.7,270663028,37.09024,-95.712891,844,844
147,Lucas and Marcus,31600000,11615848291,Entertainment,Lucas and Marcus,1321,United States,US,Entertainment,42,43,312099000,78000,1200000,936300,15000000,400000,2011,Jan,19,88.2,328239523,14.7,270663028,37.09024,-95.712891,301,301
148,JustinBieberVEVO,31600000,26583873105,Music,JustinBieberVEVO,204,United States,US,Music,42,49,105126000,26300,420500,315400,5000000,0,2009,Sep,26,88.2,328239523,14.7,270663028,37.09024,-95.712891,63,63
149,Luis Fonsi,31400000,15176762479,Entertainment,luisfonsi,0,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,2006,Mar,31,Unknown,Unknown,Unknown,Unknown,No Data,No Data,206,206
150,Peppa Pig - Official Channel,31400000,22919271731,Film & Animation,Peppa Pig - Official Channel,3589,United Kingdom,GB,Education,5,11,244925000,61200,979700,734800,11800000,300000,2013,Oct,9,60,66834405,3.85,55908316,55.378051,-3.435973,91,91
151,YOLO AVENTURAS,31200000,9673649438,People & Blogs,YOLO AVENTURAS,65,Venezuela,VE,Comedy,522,2270,3589,0.9,14,11,172,100,2018,Dec,16,79.3,28515829,8.8,25162368,6.42375,-66.58973,393,393
152,The Tonight Show Starring Jimmy Fallon,31200000,17111726160,Comedy,The Tonight Show Starring Jimmy Fallon,8976,United States,US,Comedy,44,6,22511000,0,0,0,0,100000,2006,Jan,8,88.2,328239523,14.7,270663028,37.09024,-95.712891,164,164
153,TheDonato,31200000,6187804950,Entertainment,TheDonato,3027,Argentina,AR,Games,3,12,190679000,47700,762700,572000,9200000,1900000,2015,Feb,17,90,44938712,9.79,41339571,-38.416097,-63.616672,603,603
154,ImagineDragons,30700000,16793072362,Music,ImagineDragons,92,United States,US,Music,45,50,188837000,47200,755300,566500,9100000,100000,2009,Aug,3,88.2,328239523,14.7,270663028,37.09024,-95.712891,165,165
155,Diana and Roma ESP,30700000,12355992466,Unknown,Diana and Roma ESP,578,United States,US,Entertainment,45,45,102998000,25700,412000,309000,4900000,200000,2016,Nov,27,88.2,328239523,14.7,270663028,37.09024,-95.712891,288,288
156,Round2hell,30700000,3145161634,Comedy,Round2hell,67,India,IN,Entertainment,41,45,31822000,8000,127300,95500,1500000,300000,2016,Oct,20,28.1,1366417754,5.36,471031528,20.593684,78.96288,829,829
157,Zee News,30500000,16709857823,News & Politics,Zee News,180092,India,IN,News,41,4,461472000,115400,1800000,1400000,22200000,600000,2007,Jun,19,28.1,1366417754,5.36,471031528,20.593684,78.96288,167,167
158,AboFlah,30500000,4521573939,Gaming,AboFlah,641,Kuwait,KW,Entertainment,1,7,157908000,39500,631600,473700,7600000,1300000,2016,Jul,28,54.4,4207083,2.18,4207083,29.31166,47.481766,722,722
159,AH,30400000,4332274962,Entertainment,AH,2197,Indonesia,ID,Entertainment,4,46,21440000,5400,85800,64300,1000000,0,2014,Jan,26,36.3,270203917,4.69,151509724,-0.789275,113.921327,742,742
160,Trap Nation,30400000,14037426379,Music,Trap Nation,2725,United States,US,Music,46,51,45822000,11500,183300,137500,2200000,0,2012,Sep,23,88.2,328239523,14.7,270663028,37.09024,-95.712891,238,238
161,ýýýýýýýýýýýýýýý ýýýýýý ýýýýýýýýýýýýýýýýýý,30400000,17999961915,Unknown,ýýýýýýýýýýýýýýý ýýýýýý ýýýýýýýýýýýýýýýýýý,532,United States,US,Entertainment,46,46,122926000,30700,491700,368800,5900000,300000,2018,Nov,3,88.2,328239523,14.7,270663028,37.09024,-95.712891,144,144
162,Boram Tube Vlog [ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,30300000,13546549817,Entertainment,Boram Tube Vlog [ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,223,United States,US,Entertainment,47,47,22724000,5700,90900,68200,1100000,0,2012,Feb,21,88.2,328239523,14.7,270663028,37.09024,-95.712891,250,250
163,Adele,30200000,14199108016,Music,Adele,15,United Kingdom,GB,Music,6,53,137099000,34300,548400,411300,6600000,100000,2008,Apr,4,60,66834405,3.85,55908316,55.378051,-3.435973,233,233
164,Talking Tom,30200000,15199330166,Comedy,TalkingTom,2,United States,US,Entertainment,7736,6776,0,0,0,0,0,0,2008,Jun,27,88.2,328239523,14.7,270663028,37.09024,-95.712891,205,205
165,ýýýýýýýý ýýýýýýýý ýýýýýýýýýý | toyoraljanahtv,30200000,27684955537,Entertainment,ýýýýýýýý ýýýýýýýý ýýýýýýýýýý | toyoraljanahtv,3254,Jordan,JO,Music,1,52,116434000,29100,465700,349300,5600000,100000,2008,Nov,24,34.4,10101694,14.72,9213048,30.585164,36.238414,51,51
166,Frost Diamond,30100000,7277493940,Gaming,frostdiamond,0,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,6,2006,Aug,10,Unknown,Unknown,Unknown,Unknown,No Data,No Data,528,528
167,Spinnin' Records,30100000,19607009165,Music,Spinnin' Records,11501,Netherlands,NL,Music,1,54,100040000,25000,400200,300100,4800000,100000,2007,Jul,12,85,17332850,3.2,15924729,52.132633,5.291266,125,125
168,Little Angel: Nursery Rhymes & Kids Songs,30100000,22593193994,Education,Little Angel: Nursery Rhymes & Kids Songs,1349,United States,US,Education,49,12,107525000,26900,430100,322600,5200000,0,2015,Dec,14,88.2,328239523,14.7,270663028,37.09024,-95.712891,95,95
169,jacksepticeye,30100000,16246625836,Gaming,jacksepticeye,5114,Unknown,Unknown,Games,2,14,40425000,10100,161700,121300,1900000,100000,2007,Feb,24,Unknown,Unknown,Unknown,Unknown,No Data,No Data,177,177
170,Shawn Mendes,30000000,12831200855,Music,Shawn Mendes,133,Canada,CA,Music,4,55,88749000,22200,355000,266200,4300000,0,2011,Jan,19,68.9,36991981,5.56,30628482,56.130366,-106.346771,275,275
171,ashish chanchlani vines,29800000,4457913639,Comedy,ashish chanchlani vines,151,India,IN,Comedy,42,8,26171000,6500,104700,78500,1300000,100000,2009,Jul,6,28.1,1366417754,5.36,471031528,20.593684,78.96288,729,729
172,Ultra Records,29600000,17208027242,Music,Ultra Records,4903,United States,US,Music,50,56,81884000,20500,327500,245700,3900000,0,2006,Oct,24,88.2,328239523,14.7,270663028,37.09024,-95.712891,163,163
173,Popular on YouTube,29300000,0,Unknown,Popular on Youtube,3,Unknown,Unknown,Education,Unknown,4847,1,0,0,0,0.05,0,2017,Aug,7,Unknown,Unknown,Unknown,Unknown,No Data,No Data,988,988
174,Maluma,29300000,21226945136,Music,MaLuMa,14,Argentina,AR,People,3624,7658,15,0,0.06,0.05,0.72,0,2015,Oct,31,90,44938712,9.79,41339571,-38.416097,-63.616672,106,106
175,Zhong,29200000,14727238483,Entertainment,Zhong,1513,United States,US,Entertainment,51,48,180519000,0,0,0,0,1000000,2015,Jan,19,88.2,328239523,14.7,270663028,37.09024,-95.712891,218,218
176,Enaldinho,29200000,11627437847,Comedy,Enaldinho,3654,Brazil,BR,Games,10,15,303100000,75800,1200000,909300,14500000,1000000,2012,Nov,7,51.3,212559417,12.08,183241641,-14.235004,-51.92528,300,300
177,AuronPlay,29200000,4079141673,Comedy,AuronPlay,404,Spain,ES,Comedy,3,9,12143000,3000,48600,36400,582900,0,2006,Feb,28,88.9,47076781,13.96,37927409,40.463667,-3.74922,760,760
178,Shorts Break,29000000,19466238065,Comedy,shorts break,42,Unknown,Unknown,Unknown,Unknown,Unknown,60805,15,243,182,2900,151,2021,Jan,28,Unknown,Unknown,Unknown,Unknown,No Data,No Data,127,127
179,infobells - Tamil,28900000,17930570614,Education,infobells - Tamil,555,India,IN,Education,44,13,109828000,27500,439300,329500,5300000,200000,2014,Mar,13,28.1,1366417754,5.36,471031528,20.593684,78.96288,147,147
180,Aditya Music India,28500000,25857994495,Music,Aditya Music,0,Unknown,Unknown,Music,Unknown,4721,0,0,0,0,0,0,2010,Dec,16,Unknown,Unknown,Unknown,Unknown,No Data,No Data,66,66
181,The Late Late Show with James Corden,28400000,9956764048,Entertainment,The Late Late Show with James Corden,5809,United States,US,Entertainment,53,49,26435000,6600,105700,79300,1300000,0,2006,Nov,21,88.2,328239523,14.7,270663028,37.09024,-95.712891,373,373
182,Aditya Movies,28400000,10062770060,Movies,Aditya Movies,5436,India,IN,Film,45,11,227355000,56800,909400,682100,10900000,500000,2012,Feb,23,28.1,1366417754,5.36,471031528,20.593684,78.96288,364,364
183,Masha y el Oso,28300000,13577142726,Film & Animation,Masha y El oso,6,Unknown,Unknown,Unknown,Unknown,Unknown,2,0,0.01,0.01,0.1,0,2019,Jul,21,Unknown,Unknown,Unknown,Unknown,No Data,No Data,248,248
184,infobells - Telugu,28300000,14814192034,Education,infobells - Telugu,505,India,IN,Education,45,14,288110000,72000,1200000,864300,13800000,800000,2014,Mar,13,28.1,1366417754,5.36,471031528,20.593684,78.96288,215,215
185,HUM TV,28300000,23844936965,Entertainment,HUM TV,106983,Pakistan,PK,Entertainment,3,49,684860000,171200,2700000,2100000,32900000,700000,2011,May,25,9,216565318,4.45,79927762,30.375321,69.345116,81,81
186,Shemaroo Movies,28200000,7600740993,Entertainment,Shemaroo Movies,3009,India,IN,Film,46,13,184966000,46200,739900,554900,8900000,500000,2011,Mar,1,28.1,1366417754,5.36,471031528,20.593684,78.96288,507,507
187,Michael Jackson,28200000,14412474625,Music,Michael Jackson,15,United States,US,Music,54,59,158591000,39600,634400,475800,7600000,200000,2005,Jun,22,88.2,328239523,14.7,270663028,37.09024,-95.712891,230,230
188,Drake,28100000,15318895118,Music,drake,3,Unknown,Unknown,Film,Unknown,4909,31,0.01,0.12,0.09,1,1,2005,Sep,23,Unknown,Unknown,Unknown,Unknown,No Data,No Data,203,203
189,Goldmines Dishoom,28000000,8603468420,Film & Animation,Goldmines Dishoom,3878,Unknown,Unknown,Film,Unknown,14,129211000,32300,516800,387600,6200000,400000,2016,Nov,26,Unknown,Unknown,Unknown,Unknown,No Data,No Data,453,453
190,Sandeep Maheshwari,27800000,2303069221,People & Blogs,Sandeepmaheshwari,0,Singapore,SG,Unknown,3017,Unknown,0,0,0,0,0,1,2008,Jan,2,84.8,5703569,4.11,5703569,1.352083,103.819836,889,889
191,Bounce Patrol - Kids Songs,27800000,21037851468,Music,Bounce Patrol - Kids Songs,292,Australia,AU,Music,1,61,127441000,31900,509800,382300,6100000,0,2013,Jan,1,113.1,25766605,5.27,21844756,-25.274398,133.775136,107,107
192,toycantando,27700000,15777682516,Music,toycantando,619,Colombia,CO,Music,4,62,173836000,43500,695300,521500,8300000,200000,2009,Jul,7,55.3,50339443,9.71,40827302,4.570868,-74.297333,191,191
193,MrBeast 2,27500000,4552581106,People & Blogs,Leaux Pass,27,United States,US,Music,5889,4311,649,0,0,0,0,0,2011,Jun,23,88.2,328239523,14.7,270663028,37.09024,-95.712891,720,720
194,Wiz Khalifa,27500000,13379395501,Music,Wiz Khalifa,682,United States,US,Music,57,63,90450000,22600,361800,271300,4300000,100000,2008,May,9,88.2,328239523,14.7,270663028,37.09024,-95.712891,255,255
195,JYP Entertainment,27400000,19883150017,Music,JYP Entertainment,1753,South Korea,KR,Music,4,64,307631000,76900,1200000,922900,14800000,200000,2008,Jan,25,94.3,51709098,4.15,42106719,35.907757,127.766922,123,123
196,ýýý Kids Roma Show,27400000,10336420490,People & Blogs,ýýý Kids Roma Show,642,United States,US,Entertainment,58,50,175844000,44000,703400,527500,8400000,400000,2015,May,12,88.2,328239523,14.7,270663028,37.09024,-95.712891,351,351
197,DanTDM,27400000,19417887510,Gaming,DanTDM,3664,United Kingdom,GB,Games,7,16,78668000,19700,314700,236000,3800000,500000,2012,Jul,14,60,66834405,3.85,55908316,55.378051,-3.435973,130,130
198,Nick Jr.,27300000,22440611155,Film & Animation,Nick Jr.,5438,United States,US,Entertainment,59,51,42546000,10600,170200,127600,2000000,200000,2012,Sep,27,88.2,328239523,14.7,270663028,37.09024,-95.712891,100,100
199,Crazy XYZ,27300000,7705492350,Entertainment,Crazy XYZ,1259,India,IN,Tech,48,2,102235000,25600,408900,306700,4900000,100000,2017,Sep,10,28.1,1366417754,5.36,471031528,20.593684,78.96288,502,502
200,ToyPuddingTV,27100000,15916882228,Entertainment,ToyPudding TV[ï¿½ï¿½ï¿½ï¿½ï,2,Unknown,Unknown,People,Unknown,7692,14,0,0.06,0.04,0.67,0,2017,Jun,7,Unknown,Unknown,Unknown,Unknown,No Data,No Data,186,186
201,Dushyant kukreja,27100000,17318452893,Entertainment,Dushyant kukreja,889,India,IN,Entertainment,49,52,429692000,107400,1700000,1300000,20600000,700000,2015,Sep,26,28.1,1366417754,5.36,471031528,20.593684,78.96288,159,159
202,Gulshan Kalra,27100000,12732444881,Howto & Style,Gulshan Kalra,545,Unknown,Unknown,Howto,Unknown,5,502779000,125700,2000000,1500000,24100000,1300000,2018,Apr,9,Unknown,Unknown,Unknown,Unknown,No Data,No Data,278,278
203,Brent Rivera,27000000,6570935979,Comedy,Brent Rivera,554,United States,US,Entertainment,60,53,144453000,36100,577800,433400,6900000,300000,2009,Aug,1,88.2,328239523,14.7,270663028,37.09024,-95.712891,580,580
204,Renato Garcia YT,26900000,7938616641,Entertainment,Renato Garcia YT,3956,Brazil,BR,Entertainment,11,54,82912000,20700,331600,248700,4000000,200000,2011,Sep,29,51.3,212559417,12.08,183241641,-14.235004,-51.92528,483,483
205,Beast Reacts,26700000,4388047013,People & Blogs,Beast Reacts,241,United States,US,Entertainment,61,54,276187000,69000,1100000,828600,13300000,1200000,2016,Apr,24,88.2,328239523,14.7,270663028,37.09024,-95.712891,735,735
206,enchufetv,26700000,10317306313,Comedy,enchufetv,975,Colombia,CO,Comedy,5,11,24363000,6100,97500,73100,1200000,0,2011,Nov,13,55.3,50339443,9.71,40827302,4.570868,-74.297333,353,353
207,Netflix,26700000,7173668905,Entertainment,Netflix,6471,United States,US,Entertainment,62,55,118226000,29600,472900,354700,5700000,200000,2012,Jul,17,88.2,328239523,14.7,270663028,37.09024,-95.712891,537,537
208,Raffy Tulfo in Action,26500000,15065753455,News & Politics,Raffy Tulfo in Action,10022,Philippines,PH,News,3,5,163130000,40800,652500,489400,7800000,300000,2016,Apr,20,35.5,108116615,2.15,50975903,12.879721,121.774017,208,208
209,WORLDSTARHIPHOP,26500000,20358117330,Music,WORLDSTARHIPHOP,6873,United States,US,Music,63,65,89098000,22300,356400,267300,4300000,0,2008,Nov,8,88.2,328239523,14.7,270663028,37.09024,-95.712891,116,116
210,Goldmines Bollywood,26400000,8595760553,Film & Animation,Goldmines Bollywood,3622,India,IN,Film,50,15,99677000,24900,398700,299000,4800000,400000,2015,Jul,22,28.1,1366417754,5.36,471031528,20.593684,78.96288,454,454
211,Alan Chikin Chow,26400000,27006526665,Comedy,Alan Chikin Chow,865,United States,US,Comedy,63,12,1046000000,261500,4200000,3100000,50200000,1300000,2020,Feb,3,88.2,328239523,14.7,270663028,37.09024,-95.712891,60,60
212,PANDA BOI,26400000,17211600007,Entertainment,PANDA BOI,967,Italy,IT,Entertainment,1,55,1225000000,306400,4900000,3700000,58800000,2000000,2020,Dec,5,61.9,60297396,9.89,42651966,41.87194,12.56738,162,162
213,BB Ki Vines,26300000,4749833967,Entertainment,BB Ki Vines,190,India,IN,Entertainment,51,57,17264000,4300,69100,51800,828600,0,2015,Jun,20,28.1,1366417754,5.36,471031528,20.593684,78.96288,700,700
214,D Billions,26200000,31977463002,Unknown,D Billions,775,United States,US,Entertainment,64,58,487076000,121800,1900000,1500000,23400000,200000,2019,Jul,27,88.2,328239523,14.7,270663028,37.09024,-95.712891,33,33
